lead_id,age
H202500521,78
H202500522,29
H202500522,35
H202500522,45
H202500523,10
H202500523,27
H202500523,36
H202500524,5
H202500524,31
H202500524,61
H202500525,12
H202500525,49
H202500525,80
H202500526,0
H202500526,30
H202500527,27
H202500527,41
H202500527,46
H202500527,55
H202500528,45
H202500528,54
H202500529,25
H202500529,26
H202500529,26
H202500529,54
H202500530,4
H202500530,27
H202500530,29
H202500530,38
H202500530,38
H202500530,44
H202500531,18
H202500531,26
H202500531,41
H202500531,42
H202500531,43
H202500531,61
H202500532,20
H202500532,27
H202500532,30
H202500532,30
H202500533,9
H202500533,20
H202500533,43
H202500533,53
H202500533,63
H202500533,71
H202500534,14
H202500534,55
H202500535,23
H202500535,29
H202500535,44
H202500535,54
H202500536,11
H202500536,22
H202500536,29
H202500536,52
H202500537,5
H202500537,8
H202500537,54
H202500538,30
H202500538,39
H202500539,29
H202500539,38
H202500539,39
H202500539,48
H202500540,24
H202500540,55
H202500540,75
H202500540,77
H202500541,15
H202500541,29
H202500541,33
H202500541,41
H202500541,54
H202500541,80
H202500542,31
H202500542,56
H202500543,11
H202500543,32
H202500543,43
H202500543,51
H202500544,20
H202500544,34
H202500544,53
H202500545,23
H202500545,32
H202500545,43
H202500546,26
H202500546,33
H202500546,49
H202500547,24
H202500547,32
H202500547,47
H202500547,50
H202500547,53
H202500547,60
H202500548,12
H202500549,27
H202500549,40
H202500549,44
H202500549,50
H202500549,52
H202500549,66
H202500550,22
H202500550,35
H202500550,37
H202500550,43
H202500550,44
H202500551,13
H202500551,38
H202500551,55
H202500551,57
H202500552,21
H202500552,22
H202500552,79
H202500552,80
H202500553,27
H202500553,39
H202500554,14
H202500554,25
H202500554,33
H202500554,42
H202500554,58
H202500555,10
H202500555,30
H202500555,45
H202500555,47
H202500555,52
H202500556,8
H202500556,18
H202500556,24
H202500556,44
H202500556,48
H202500556,55
H202500557,24
H202500557,57
H202500558,21
H202500558,40
H202500558,83
H202500559,29
H202500559,45
H202500559,49
H202500559,53
H202500559,69
H202500560,20
H202500560,32
H202500560,32
H202500560,49
H202500561,7
H202500561,42
H202500561,82
H202500562,26
H202500562,31
H202500562,32
H202500562,46
H202500562,49
H202500563,28
H202500563,41
H202500563,54
H202500564,21
H202500564,24
H202500564,36
H202500564,41
H202500565,24
H202500565,25
H202500565,29
H202500565,52
H202500565,55
H202500566,3
H202500566,23
H202500566,33
H202500566,40
H202500566,48
H202500567,22
H202500567,24
H202500567,83
H202500568,21
H202500568,40
H202500568,78
H202500569,32
H202500569,33
H202500569,34
H202500569,38
H202500569,53
H202500569,59
H202500570,34
H202500570,34
H202500570,34
H202500570,37
H202500570,51
H202500570,55
H202500571,8
H202500571,27
H202500571,30
H202500571,54
H202500572,23
H202500572,33
H202500572,68
H202500573,7
H202500573,35
H202500573,41
H202500573,41
H202500573,55
H202500574,16
H202500574,26
H202500574,82
H202500575,19
H202500575,38
H202500575,50
H202500575,81
H202500576,24
H202500576,25
H202500576,52
H202500576,62
H202500577,15
H202500578,16
H202500578,34
H202500578,53
H202500579,22
H202500579,26
H202500579,66
H202500580,13
H202500580,16
H202500581,17
H202500581,21
H202500581,34
H202500581,39
H202500581,46
H202500582,3
H202500582,32
H202500582,42
H202500582,62
H202500583,24
H202500583,29
H202500583,34
H202500583,43
H202500583,46
H202500584,1
H202500584,15
H202500584,36
H202500584,49
H202500584,50
H202500585,41
H202500585,41
H202500585,47
H202500586,20
H202500586,46
H202500586,49
H202500586,68
H202500587,13
H202500587,25
H202500587,39
H202500587,48
H202500588,32
H202500588,32
H202500588,42
H202500588,46
H202500588,58
H202500588,70
H202500589,4
H202500589,22
H202500589,32
H202500589,60
H202500590,4
H202500590,22
H202500590,39
H202500591,7
H202500591,25
H202500591,28
H202500591,30
H202500591,44
H202500591,53
H202500592,32
H202500592,49
H202500593,21
H202500593,25
H202500593,57
H202500593,80
H202500594,5
H202500594,12
H202500594,17
H202500594,20
H202500594,48
H202500594,66
H202500595,28
H202500595,33
H202500595,41
H202500595,45
H202500595,52
H202500595,55
H202500596,40
H202500596,50
H202500596,82
H202500597,40
H202500597,42
H202500597,63
H202500598,17
H202500598,25
H202500598,33
H202500598,68
H202500599,19
H202500599,24
H202500599,29
H202500599,45
H202500600,37
H202500600,45
H202500600,55
H202500601,33
H202500601,36
H202500601,39
H202500602,36
H202500602,41
H202500602,43
H202500602,45
H202500602,51
H202500602,52
H202500603,26
H202500603,39
H202500603,39
H202500604,31
H202500604,37
H202500604,51
H202500604,56
H202500604,65
H202500605,14
H202500605,19
H202500605,34
H202500605,39
H202500606,10
H202500606,25
H202500606,32
H202500606,79
H202500607,5
H202500607,26
H202500607,37
H202500607,63
H202500608,22
H202500608,26
H202500608,46
H202500608,53
H202500609,7
H202500609,48
H202500610,19
H202500610,25
H202500610,40
H202500610,43
H202500611,48
H202500612,46
H202500612,48
H202500612,51
H202500613,38
H202500613,42
H202500613,49
H202500614,31
H202500614,33
H202500614,34
H202500614,46
H202500615,32
H202500615,42
H202500615,54
H202500615,56
H202500616,28
H202500616,31
H202500616,35
H202500616,66
H202500617,22
H202500618,18
H202500618,32
H202500618,43
H202500618,51
H202500619,42
H202500619,55
H202500620,24
H202500620,50
H202500620,54
H202500621,20
H202500621,23
H202500621,23
H202500621,46
H202500622,34
H202500622,37
H202500622,39
H202500622,41
H202500622,53
H202500623,11
H202500623,27
H202500623,81
H202500624,31
H202500624,39
H202500624,50
H202500625,2
H202500625,8
H202500625,43
H202500625,52
H202500626,21
H202500626,24
H202500626,46
H202500626,47
H202500626,54
H202500626,63
H202500627,22
H202500627,45
H202500627,52
H202500627,54
H202500628,33
H202500628,38
H202500628,53
H202500629,22
H202500629,33
H202500629,53
H202500629,58
H202500630,32
H202500630,39
H202500630,45
H202500630,52
H202500631,23
H202500631,40
H202500632,45
H202500632,55
H202500633,5
H202500633,25
H202500633,46
H202500633,49
H202500634,37
H202500634,38
H202500634,52
H202500634,60
H202500635,24
H202500635,30
H202500635,44
H202500635,48
H202500635,51
H202500635,55
H202500636,51
H202500637,1
H202500637,66
H202500637,82
H202500638,15
H202500638,25
H202500638,25
H202500638,44
H202500638,50
H202500639,23
H202500639,28
H202500639,29
H202500640,7
H202500640,24
H202500640,45
H202500641,16
H202500641,35
H202500641,46
H202500641,53
H202500641,54
H202500641,83
H202500642,21
H202500642,45
H202500643,21
H202500643,30
H202500643,30
H202500643,55
H202500643,70
H202500644,30
H202500644,47
H202500644,47
H202500645,27
H202500645,27
H202500645,47
H202500645,55
H202500645,81
H202500646,20
H202500646,21
H202500646,46
H202500647,41
H202500647,47
H202500647,54
H202500647,56
H202500647,65
H202500648,5
H202500648,14
H202500648,32
H202500648,73
H202500649,67
H202500650,0
H202500650,38
H202500650,39
H202500650,50
H202500650,56
H202500651,33
H202500651,50
H202500651,51
H202500651,55
H202500652,23
H202500652,28
H202500652,50
H202500653,20
H202500653,29
H202500653,45
H202500653,56
H202500654,21
H202500654,29
H202500654,35
H202500654,44
H202500655,14
H202500655,20
H202500655,25
H202500655,44
H202500655,75
H202500656,1
H202500656,20
H202500656,37
H202500656,40
H202500656,62
H202500657,28
H202500657,29
H202500657,79
H202500658,5
H202500658,25
H202500658,45
H202500658,71
H202500659,20
H202500659,23
H202500659,26
H202500659,31
H202500659,43
H202500659,50
H202500660,33
H202500660,38
H202500661,31
H202500661,36
H202500661,38
H202500661,42
H202500661,55
H202500661,68
H202500662,16
H202500662,26
H202500662,29
H202500662,54
H202500662,66
H202500662,84
H202500663,8
H202500663,15
H202500663,20
H202500663,27
H202500663,33
H202500664,6
H202500664,28
H202500664,40
H202500664,48
H202500665,39
H202500665,52
H202500666,10
H202500666,34
H202500666,70
H202500667,8
H202500667,32
H202500667,64
H202500668,24
H202500668,38
H202500668,46
H202500668,46
H202500668,55
H202500668,65
H202500669,55
H202500670,40
H202500670,43
H202500670,49
H202500670,59
H202500671,23
H202500671,25
H202500671,38
H202500671,43
H202500672,10
H202500672,23
H202500672,40
H202500673,27
H202500673,28
H202500673,30
H202500673,51
H202500674,4
H202500674,5
H202500674,25
H202500674,33
H202500674,52
H202500674,81
H202500675,21
H202500675,84
H202500675,84
H202500676,18
H202500676,45
H202500676,54
H202500677,22
H202500677,35
H202500677,45
H202500677,76
H202500678,24
H202500678,26
H202500678,33
H202500678,54
H202500679,5
H202500679,28
H202500679,29
H202500679,34
H202500679,46
H202500680,2
H202500680,46
H202500680,50
H202500681,34
H202500681,38
H202500681,40
H202500682,11
H202500682,35
H202500682,42
H202500682,70
H202500683,25
H202500683,36
H202500683,73
H202500684,0
H202500684,26
H202500684,43
H202500684,46
H202500684,53
H202500685,30
H202500685,48
H202500686,21
H202500686,42
H202500686,55
H202500687,54
H202500687,68
H202500687,79
H202500688,21
H202500688,29
H202500688,30
H202500688,34
H202500689,39
H202500689,47
H202500689,55
H202500689,72
H202500690,23
H202500690,51
H202500691,21
H202500691,33
H202500691,39
H202500691,83
H202500692,14
H202500692,52
H202500692,55
H202500692,80
H202500692,81
H202500692,83
H202500693,24
H202500693,26
H202500693,35
H202500693,41
H202500693,44
H202500693,54
H202500694,34
H202500694,45
H202500694,54
H202500695,27
H202500696,13
H202500696,23
H202500696,28
H202500696,36
H202500696,42
H202500697,54
H202500698,23
H202500698,63
H202500699,22
H202500699,29
H202500699,37
H202500699,42
H202500700,44
H202500700,60
H202500701,53
H202500702,14
H202500702,17
H202500702,36
H202500702,37
H202500702,70
H202500702,77
H202500703,9
H202500703,19
H202500703,51
H202500703,54
H202500704,28
H202500704,50
H202500704,52
H202500705,10
H202500705,21
H202500705,39
H202500705,49
H202500705,83
H202500706,27
H202500706,48
H202500706,48
H202500706,55
H202500706,82
H202500707,8
H202500707,32
H202500707,33
H202500707,36
H202500707,50
H202500708,35
H202500709,33
H202500709,47
H202500709,50
H202500710,6
H202500710,16
H202500710,20
H202500710,53
H202500710,60
H202500711,26
H202500711,27
H202500711,32
H202500711,41
H202500711,51
H202500711,65
H202500712,36
H202500712,42
H202500712,44
H202500712,48
H202500712,76
H202500713,32
H202500713,43
H202500713,73
H202500714,32
H202500714,45
H202500714,47
H202500714,61
H202500715,1
H202500715,33
H202500715,43
H202500715,50
H202500715,58
H202500716,0
H202500716,15
H202500716,33
H202500716,41
H202500716,52
H202500716,68
H202500717,16
H202500717,44
H202500717,48
H202500717,52
H202500718,27
H202500719,9
H202500719,33
H202500719,51
H202500719,53
H202500719,53
H202500720,26
H202500720,39
H202500720,41
H202500720,52
H202500720,75
H202500721,27
H202500721,31
H202500721,35
H202500721,38
H202500721,50
H202500721,52
H202500722,9
H202500722,21
H202500722,27
H202500722,50
H202500723,19
H202500723,21
H202500723,42
H202500723,83
H202500724,11
H202500724,45
H202500725,45
H202500725,46
H202500725,50
H202500726,17
H202500726,20
H202500726,29
H202500726,72
H202500727,23
H202500727,43
H202500727,55
H202500727,65
H202500728,25
H202500728,53
H202500729,52
H202500730,0
H202500731,28
H202500731,46
H202500731,79
H202500732,17
H202500733,0
H202500733,7
H202500733,36
H202500733,54
H202500734,24
H202500734,35
H202500734,43
H202500734,79
H202500735,28
H202500735,30
H202500735,31
H202500735,56
H202500736,21
H202500736,26
H202500736,41
H202500736,45
H202500737,11
H202500737,44
H202500737,50
H202500738,16
H202500738,27
H202500738,32
H202500738,43
H202500738,55
H202500739,24
H202500739,41
H202500739,42
H202500740,20
H202500740,29
H202500740,32
H202500740,53
H202500740,73
H202500741,20
H202500741,30
H202500741,35
H202500741,36
H202500741,75
H202500742,20
H202500742,25
H202500743,23
H202500743,27
H202500743,30
H202500743,31
H202500743,39
H202500744,7
H202500744,40
H202500744,44
H202500745,16
H202500745,25
H202500745,28
H202500745,30
H202500745,45
H202500746,33
H202500746,51
H202500746,54
H202500747,42
H202500747,49
H202500747,50
H202500748,40
H202500748,42
H202500748,42
H202500748,46
H202500748,81
H202500749,24
H202500749,69
H202500750,22
H202500750,55
H202500750,81
H202500751,20
H202500751,27
H202500751,35
H202500751,41
H202500751,45
H202500752,22
H202500752,25
H202500752,30
H202500752,34
H202500752,52
H202500753,40
H202500753,40
H202500753,46
H202500753,65
H202500754,18
H202500754,20
H202500754,27
H202500754,48
H202500754,51
H202500755,35
H202500755,36
H202500755,44
H202500755,50
H202500755,53
H202500756,6
H202500756,27
H202500756,43
H202500756,50
H202500757,35
H202500757,39
H202500757,43
H202500757,47
H202500757,64
H202500758,33
H202500758,34
H202500758,42
H202500758,68
H202500758,83
H202500759,8
H202500759,20
H202500759,23
H202500759,39
H202500759,54
H202500760,6
H202500760,38
H202500760,45
H202500761,26
H202500761,28
H202500761,29
H202500761,38
H202500761,51
H202500762,8
H202500762,30
H202500762,81
H202500763,32
H202500763,44
H202500763,53
H202500763,57
H202500763,76
H202500764,10
H202500764,49
H202500765,0
H202500765,23
H202500765,55
H202500766,27
H202500766,28
H202500766,34
H202500766,41
H202500767,30
H202500767,33
H202500767,35
H202500767,40
H202500767,48
H202500767,50
H202500768,7
H202500768,29
H202500768,35
H202500768,42
H202500768,55
H202500768,65
H202500769,37
H202500769,44
H202500769,51
H202500769,51
H202500769,63
H202500770,31
H202500770,34
H202500770,36
H202500770,52
H202500771,26
H202500771,34
H202500771,39
H202500772,43
H202500772,46
H202500773,28
H202500773,40
H202500773,51
H202500774,54
H202500774,56
H202500774,60
H202500774,80
H202500775,28
H202500775,51
H202500775,74
H202500775,75
H202500775,79
H202500776,32
H202500777,0
H202500777,26
H202500778,14
H202500778,23
H202500778,36
H202500778,50
H202500778,54
H202500778,77
H202500779,30
H202500779,36
H202500779,46
H202500780,47
H202500780,50
H202500780,57
H202500781,26
H202500781,43
H202500781,44
H202500781,62
H202500781,67
H202500782,24
H202500782,50
H202500783,23
H202500783,39
H202500783,47
H202500783,64
H202500784,32
H202500784,36
H202500784,37
H202500784,79
H202500785,14
H202500785,35
H202500785,39
H202500785,55
H202500786,32
H202500786,33
H202500786,45
H202500787,24
H202500787,33
H202500787,66
H202500787,68
H202500788,42
H202500788,48
H202500788,54
H202500789,45
H202500789,84
H202500790,34
H202500790,48
H202500790,51
H202500790,68
H202500791,30
H202500792,23
H202500792,25
H202500792,69
H202500792,70
H202500793,31
H202500793,40
H202500793,42
H202500793,82
H202500794,14
H202500794,19
H202500794,29
H202500794,41
H202500795,7
H202500795,39
H202500795,43
H202500796,11
H202500796,36
H202500796,38
H202500796,52
H202500797,15
H202500797,44
H202500797,54
H202500798,22
H202500798,28
H202500798,30
H202500798,32
H202500799,50
H202500799,51
H202500800,14
H202500800,20
H202500800,37
H202500800,43
H202500800,54
H202500801,30
H202500801,34
H202500801,43
H202500801,49
H202500801,73
H202500801,77
H202500802,23
H202500802,34
H202500802,45
H202500803,35
H202500803,46
H202500804,24
H202500804,35
H202500804,46
H202500804,49
H202500804,67
H202500805,44
H202500805,47
H202500805,65
H202500806,27
H202500806,33
H202500806,36
H202500806,54
H202500806,59
H202500807,20
H202500807,41
H202500807,51
H202500807,51
H202500807,68
H202500807,83
H202500808,28
H202500808,37
H202500808,40
H202500808,67
H202500808,83
H202500809,4
H202500809,27
H202500809,27
H202500809,41
H202500810,5
H202500810,20
H202500810,26
H202500810,44
H202500811,40
H202500811,44
H202500811,48
H202500812,35
H202500812,37
H202500812,40
H202500813,24
H202500813,45
H202500813,55
H202500814,4
H202500814,36
H202500814,40
H202500814,46
H202500815,22
H202500815,34
H202500815,53
H202500815,64
H202500816,20
H202500816,41
H202500816,47
H202500817,38
H202500817,39
H202500817,81
H202500818,44
H202500818,47
H202500818,48
H202500818,49
H202500818,55
H202500819,26
H202500819,50
H202500820,39
H202500820,66
H202500820,80
H202500821,14
H202500821,24
H202500821,31
H202500821,40
H202500821,52
H202500821,56
H202500822,13
H202500822,21
H202500822,31
H202500822,36
H202500823,24
H202500823,54
H202500823,75
H202500824,13
H202500824,38
H202500824,54
H202500825,15
H202500825,34
H202500825,47
H202500825,79
H202500826,17
H202500826,26
H202500826,28
H202500826,82
H202500827,16
H202500827,32
H202500827,67
H202500828,8
H202500828,24
H202500828,34
H202500828,35
H202500828,38
H202500829,18
H202500829,35
H202500829,52
H202500829,73
H202500830,20
H202500830,37
H202500830,41
H202500830,45
H202500830,51
H202500830,66
H202500831,13
H202500831,24
H202500831,26
H202500831,29
H202500831,45
H202500831,55
H202500832,2
H202500832,22
H202500832,48
H202500833,24
H202500833,36
H202500833,41
H202500833,46
H202500834,13
H202500834,40
H202500834,45
H202500835,40
H202500835,43
H202500835,46
H202500835,50
H202500835,64
H202500836,27
H202500836,40
H202500836,47
H202500836,49
H202500836,64
H202500837,38
H202500837,49
H202500837,68
H202500838,17
H202500838,27
H202500838,31
H202500838,46
H202500839,17
H202500839,28
H202500839,51
H202500839,55
H202500840,25
H202500840,30
H202500840,37
H202500840,44
H202500841,27
H202500841,32
H202500841,52
H202500842,36
H202500842,42
H202500842,43
H202500843,17
H202500844,43
H202500845,1
H202500845,38
H202500845,43
H202500845,44
H202500846,11
H202500846,25
H202500846,48
H202500846,49
H202500847,22
H202500847,69
H202500848,38
H202500848,48
H202500848,50
H202500848,81
H202500849,8
H202500849,25
H202500849,29
H202500849,51
H202500849,55
H202500850,28
H202500850,31
H202500850,38
H202500850,45
H202500850,53
H202500850,82
H202500851,36
H202500851,48
H202500851,50
H202500852,23
H202500852,50
H202500852,84
H202500853,27
H202500853,29
H202500853,45
H202500854,22
H202500854,31
H202500854,43
H202500854,44
H202500855,28
H202500855,30
H202500855,40
H202500855,43
H202500855,43
H202500856,42
H202500856,45
H202500856,54
H202500856,54
H202500856,83
H202500857,10
H202500857,24
H202500857,29
H202500857,31
H202500857,47
H202500857,50
H202500858,39
H202500858,53
H202500858,53
H202500859,20
H202500859,23
H202500859,42
H202500859,48
H202500860,40
H202500860,50
H202500860,52
H202500860,55
H202500861,29
H202500861,29
H202500861,30
H202500861,31
H202500861,41
H202500861,44
H202500862,29
H202500862,33
H202500862,59
H202500863,22
H202500863,35
H202500863,47
H202500864,18
H202500864,41
H202500864,42
H202500864,54
H202500865,5
H202500865,38
H202500865,44
H202500866,22
H202500866,24
H202500866,34
H202500866,40
H202500866,83
H202500867,20
H202500867,61
H202500867,68
H202500868,41
H202500868,77
H202500869,55
H202500869,64
H202500870,28
H202500870,42
H202500871,7
H202500871,38
H202500871,52
H202500871,70
H202500872,6
H202500872,20
H202500872,81
H202500873,0
H202500873,25
H202500873,31
H202500873,44
H202500873,44
H202500874,3
H202500874,13
H202500874,46
H202500874,47
H202500875,9
H202500875,33
H202500875,41
H202500875,49
H202500876,37
H202500876,43
H202500876,57
H202500877,25
H202500877,79
H202500878,20
H202500878,24
H202500878,41
H202500878,41
H202500878,43
H202500878,74
H202500879,29
H202500879,43
H202500879,51
H202500879,51
H202500880,20
H202500880,20
H202500880,40
H202500880,54
H202500881,16
H202500881,24
H202500881,31
H202500881,38
H202500881,66
H202500882,26
H202500882,33
H202500882,38
H202500882,47
H202500882,77
H202500883,52
H202500884,29
H202500884,31
H202500884,33
H202500884,52
H202500885,28
H202500885,33
H202500885,42
H202500886,23
H202500886,38
H202500887,43
H202500888,28
H202500888,63
H202500888,83
H202500889,33
H202500889,42
H202500889,52
H202500890,21
H202500890,34
H202500890,45
H202500890,46
H202500890,51
H202500891,29
H202500891,37
H202500891,39
H202500891,61
H202500892,2
H202500892,16
H202500892,43
H202500893,33
H202500893,42
H202500893,49
H202500893,54
H202500893,58
H202500894,6
H202500894,32
H202500894,50
H202500894,82
H202500895,1
H202500895,19
H202500895,25
H202500895,37
H202500895,72
H202500896,28
H202500896,48
H202500896,65
H202500896,72
H202500897,25
H202500897,38
H202500897,38
H202500897,43
H202500897,54
H202500897,83
H202500898,52
H202500898,55
H202500898,67
H202500899,41
H202500899,42
H202500899,42
H202500899,44
H202500899,50
H202500899,57
H202500900,24
H202500900,36
H202500900,39
H202500900,70
H202500901,35
H202500901,40
H202500901,50
H202500901,55
H202500902,21
H202500902,25
H202500902,50
H202500902,54
H202500903,25
H202500903,26
H202500903,42
H202500903,43
H202500903,43
H202500903,45
H202500904,10
H202500904,30
H202500904,71
H202500905,20
H202500905,40
H202500905,40
H202500905,46
H202500905,52
H202500905,57
H202500906,17
H202500906,36
H202500906,38
H202500906,39
H202500906,83
H202500907,26
H202500907,40
H202500907,49
H202500907,49
H202500908,29
H202500908,30
H202500908,31
H202500909,2
H202500909,10
H202500909,61
H202500910,1
H202500910,31
H202500910,37
H202500910,37
H202500910,55
H202500911,23
H202500911,35
H202500911,40
H202500912,20
H202500912,28
H202500912,31
H202500912,42
H202500913,17
H202500913,43
H202500913,47
H202500914,32
H202500914,33
H202500914,58
H202500915,29
H202500915,36
H202500915,39
H202500916,20
H202500916,45
H202500917,28
H202500917,38
H202500917,49
H202500917,79
H202500918,46
H202500918,47
H202500918,52
H202500919,16
H202500919,37
H202500919,50
H202500920,23
H202500920,31
H202500920,36
H202500920,47
H202500921,12
H202500921,25
H202500921,55
H202500922,26
H202500922,35
H202500922,53
H202500923,29
H202500923,36
H202500924,3
H202500924,24
H202500924,30
H202500924,31
H202500924,40
H202500924,53
H202500925,24
H202500925,62
H202500926,36
H202500926,42
H202500926,58
H202500926,77
H202500926,83
H202500927,21
H202500927,43
H202500927,51
H202500927,82
H202500928,52
H202500928,54
H202500929,2
H202500929,21
H202500929,23
H202500929,42
H202500929,53
H202500930,24
H202500930,40
H202500930,79
H202500931,20
H202500931,23
H202500931,27
H202500931,34
H202500931,42
H202500931,46
H202500932,39
H202500932,46
H202500932,61
H202500933,18
H202500933,20
H202500933,81
H202500934,22
H202500934,38
H202500935,13
H202500935,29
H202500935,32
H202500935,41
H202500935,42
H202500936,23
H202500936,38
H202500936,79
H202500937,0
H202500937,37
H202500937,42
H202500938,30
H202500938,31
H202500938,40
H202500938,43
H202500938,50
H202500938,51
H202500939,9
H202500939,29
H202500939,33
H202500939,34
H202500939,35
H202500940,30
H202500941,35
H202500941,50
H202500941,73
H202500942,78
H202500943,6
H202500943,15
H202500943,32
H202500943,51
H202500944,41
H202500944,68
H202500944,78
H202500945,20
H202500945,30
H202500945,34
H202500945,48
H202500945,58
H202500946,1
H202500946,4
H202500946,31
H202500947,27
H202500947,33
H202500947,58
H202500947,81
H202500948,26
H202500948,32
H202500948,52
H202500948,53
H202500948,59
H202500949,6
H202500949,44
H202500949,55
H202500950,21
H202500950,51
H202500950,57
H202500950,60
H202500950,67
H202500951,47
H202500951,48
H202500951,53
H202500952,17
H202500952,42
H202500952,64
H202500953,20
H202500953,29
H202500953,72
H202500954,20
H202500954,23
H202500954,26
H202500954,50
H202500954,53
H202500954,54
H202500955,43
H202500955,44
H202500955,47
H202500955,49
H202500955,56
H202500956,33
H202500956,35
H202500956,54
H202500957,26
H202500957,31
H202500957,32
H202500957,34
H202500957,68
H202500958,25
H202500958,28
H202500958,32
H202500959,5
H202500959,22
H202500959,23
H202500959,51
H202500960,35
H202500960,35
H202500960,47
H202500960,53
H202500960,62
H202500961,24
H202500961,55
H202500961,70
H202500962,24
H202500962,37
H202500962,52
H202500962,59
H202500962,68
H202500963,21
H202500963,30
H202500963,51
H202500963,55
H202500963,68
H202500964,38
H202500964,41
H202500964,57
H202500964,66
H202500965,32
H202500965,53
H202500965,62
H202500966,40
H202500966,48
H202500967,41
H202500967,44
H202500967,46
H202500967,49
H202500967,73
H202500968,23
H202500968,37
H202500968,41
H202500968,43
H202500968,50
H202500969,33
H202500969,40
H202500969,48
H202500969,74
H202500970,17
H202500970,40
H202500970,43
H202500970,48
H202500971,37
H202500971,39
H202500971,56
H202500972,28
H202500972,46
H202500972,67
H202500972,78
H202500973,5
H202500973,15
H202500973,49
H202500973,68
H202500974,28
H202500974,36
H202500974,40
H202500974,40
H202500974,44
H202500975,42
H202500975,42
H202500975,54
H202500976,41
H202500976,55
H202500976,78
H202500977,24
H202500977,34
H202500977,45
H202500977,46
H202500977,67
H202500978,33
H202500978,39
H202500979,21
H202500979,37
H202500979,49
H202500979,56
H202500979,82
H202500980,26
H202500980,28
H202500980,29
H202500980,47
H202500980,76
H202500981,26
H202500981,53
H202500982,30
H202500982,34
H202500982,43
H202500982,44
H202500982,51
H202500982,77
H202500983,21
H202500983,55
H202500984,32
H202500984,38
H202500984,39
H202500984,46
H202500984,53
H202500985,7
H202500985,8
H202500985,31
H202500985,41
H202500985,45
H202500986,28
H202500986,54
H202500986,59
H202500987,40
H202500987,48
H202500987,52
H202500987,80
H202500988,28
H202500988,40
H202500989,20
H202500989,24
H202500989,24
H202500989,27
H202500989,71
H202500989,79
H202500990,26
H202500990,33
H202500990,36
H202500990,68
H202500991,21
H202500991,21
H202500991,67
H202500992,28
H202500992,38
H202500992,79
H202500993,47
H202500993,60
H202500993,68
H202500993,77
H202500994,35
H202500994,36
H202500994,42
H202500994,48
H202500995,25
H202500995,29
H202500995,49
H202500995,65
H202500996,23
H202500996,32
H202500996,56
H202500997,22
H202500997,33
H202500997,35
H202500997,53
H202500998,22
H202500998,23
H202500998,26
H202500999,6
H202500999,30
H202500999,32
H202500999,36
H202500999,39
H202500999,52
H202501000,22
H202501000,42
H202501000,44
H202501000,48
H202501000,51
H202501001,24
H202501002,23
H202501002,34
H202501002,51
H202501003,12
H202501003,48
H202501003,54
H202501004,29
H202501004,30
H202501004,43
H202501005,8
H202501005,32
H202501005,50
H202501006,9
H202501006,39
H202501006,43
H202501006,46
H202501006,46
H202501007,2
H202501007,21
H202501007,32
H202501007,41
H202501007,46
H202501008,18
H202501008,20
H202501008,39
H202501009,20
H202501009,40
H202501009,43
H202501009,46
H202501009,52
H202501010,26
H202501010,27
H202501010,75
H202501011,3
H202501011,35
H202501011,48
H202501011,52
H202501011,73
H202501011,81
H202501012,20
H202501012,24
H202501012,34
H202501012,49
H202501013,1
H202501013,20
H202501013,21
H202501013,31
H202501013,50
H202501013,50
H202501014,22
H202501014,23
H202501014,25
H202501014,31
H202501014,46
H202501015,3
H202501015,32
H202501015,47
H202501015,51
H202501015,55
H202501016,16
H202501016,23
H202501016,51
H202501017,24
H202501017,31
H202501017,33
H202501017,37
H202501017,78
H202501018,21
H202501018,47
H202501018,62
H202501018,64
H202501018,68
H202501019,26
H202501019,38
H202501019,50
H202501019,51
H202501020,23
H202501020,23
H202501020,32
H202501020,47
H202501021,16
H202501021,30
H202501021,37
H202501021,46
H202501022,20
H202501022,39
H202501022,44
H202501022,66
H202501023,16
H202501023,23
H202501023,30
H202501023,45
H202501024,3
H202501024,31
H202501024,36
H202501024,40
H202501024,70
H202501025,33
H202501026,5
H202501026,53
H202501027,20
H202501027,21
H202501027,32
H202501027,48
H202501027,50
H202501028,32
H202501028,52
H202501028,66
H202501029,30
H202501029,33
H202501029,50
H202501029,57
H202501030,32
H202501030,35
H202501030,37
H202501030,42
H202501031,23
H202501031,32
H202501031,39
H202501031,44
H202501031,46
H202501031,51
H202501032,20
H202501032,24
H202501032,45
H202501033,39
H202501033,71
H202501034,25
H202501034,26
H202501034,78
H202501035,32
H202501035,35
H202501035,35
H202501035,39
H202501035,44
H202501035,55
H202501036,26
H202501036,40
H202501036,43
H202501036,47
H202501037,11
H202501037,35
H202501037,39
H202501038,23
H202501038,38
H202501039,22
H202501039,27
H202501039,53
H202501039,62
H202501040,23
H202501040,39
H202501040,51
H202501040,67
H202501040,68
H202501041,17
H202501041,33
H202501041,38
H202501042,26
H202501042,41
H202501042,76
H202501043,23
H202501043,30
H202501043,30
H202501043,83
H202501044,31
H202501044,44
H202501044,49
H202501044,53
H202501044,62
H202501045,29
H202501045,42
H202501046,23
H202501046,25
H202501046,43
H202501046,47
H202501047,30
H202501047,31
H202501047,42
H202501047,73
H202501048,7
H202501048,31
H202501048,45
H202501048,62
H202501048,66
H202501049,29
H202501049,34
H202501049,40
H202501049,51
H202501049,52
